name,type,value,date
"尼泊尔","NP","3","2020-03-25"
"新西兰","NZ","205","2020-03-25"
"阿曼","OM","99","2020-03-25"
"巴拿马","PA","443","2020-03-25"
"秘鲁","PE","419","2020-03-25"
"法属波利尼西亚","PF","15","2020-03-25"
"巴布亚新几内亚","PG","1","2020-03-25"
"菲律宾","PH","636","2020-03-25"
"巴基斯坦","PK","1000","2020-03-25"
"波兰","PL","927","2020-03-25"
"波多黎各","PR","31","2020-03-25"
"巴勒斯坦","PS","61","2020-03-25"
"葡萄牙","PT","2995","2020-03-25"
"巴拉圭","PY","37","2020-03-25"
"卡塔尔","QA","526","2020-03-25"
"留尼汪","RE","71","2020-03-25"
"罗马尼亚","RO","906","2020-03-25"
"塞尔维亚","RS","303","2020-03-25"
"俄罗斯","RU","658","2020-03-25"
"卢旺达","RW","40","2020-03-25"
"沙特阿拉伯","SA","900","2020-03-25"
"塞舌尔","SC","7","2020-03-25"
"苏丹","SD","3","2020-03-25"
"瑞典","SE","2318","2020-03-25"
"新加坡","SG","631","2020-03-25"
"斯洛文尼亚","SI","528","2020-03-25"
"斯洛伐克","SK","216","2020-03-25"
"圣马力诺","SM","187","2020-03-25"
"塞内加尔","SN","86","2020-03-25"
"索马里","SO","1","2020-03-25"
"苏里南","SR","7","2020-03-25"
"萨尔瓦多","SV","9","2020-03-25"
"叙利亚","SY","1","2020-03-25"
"斯威士兰","SZ","5","2020-03-25"
"乍得","TD","3","2020-03-25"
"多哥","TG","20","2020-03-25"
"泰国","TH","934","2020-03-25"
"东帝汶","TL","1","2020-03-25"
"突尼斯","TN","114","2020-03-25"
"土耳其","TR","1872","2020-03-25"
"特立尼达和多巴哥","TT","57","2020-03-25"
"坦桑尼亚","TZ","12","2020-03-25"
"乌克兰","UA","113","2020-03-25"
"乌干达","UG","9","2020-03-25"
"美国","US","55231","2020-03-25"
"乌拉圭","UY","189","2020-03-25"
"乌兹别克斯坦","UZ","55","2020-03-25"
"梵蒂冈","VA","4","2020-03-25"
"圣文森特和格林纳丁斯","VC","1","2020-03-25"
"委内瑞拉","VE","91","2020-03-25"
"美属维尔京群岛","VI","17","2020-03-25"
"越南","VN","134","2020-03-25"
"马约特","YT","24","2020-03-25"
"南非","ZA","709","2020-03-25"
"赞比亚","ZM","3","2020-03-25"
"津巴布韦","ZW","3","2020-03-25"
"钻石公主号邮轮",,"925","2020-03-26"
"安道尔","AD","220","2020-03-26"
"阿联酋","AE","333","2020-03-26"
"阿富汗","AF","84","2020-03-26"
"安提瓜和巴布达","AG","3","2020-03-26"
"阿尔巴尼亚","AL","146","2020-03-26"
"亚美尼亚","AM","290","2020-03-26"
"安哥拉","AO","3","2020-03-26"
"阿根廷","AR","502","2020-03-26"
"奥地利","AT","6001","2020-03-26"
"澳大利亚","AU","2810","2020-03-26"
"阿鲁巴","AW","12","2020-03-26"
"阿塞拜疆","AZ","93","2020-03-26"
"巴巴多斯","BB","18","2020-03-26"
"孟加拉国","BD","44","2020-03-26"
"比利时","BE","6235","2020-03-26"
"布基纳法索","BF","146","2020-03-26"
"保加利亚","BG","243","2020-03-26"
"巴林","BH","419","2020-03-26"
"贝宁","BJ","6","2020-03-26"
"圣巴泰勒米","BL","3","2020-03-26"
"文莱","BN","114","2020-03-26"
"玻利维亚","BO","39","2020-03-26"
"巴西","BR","2587","2020-03-26"
"巴哈马","BS","5","2020-03-26"
"不丹","BT","2","2020-03-26"
"白俄罗斯","BY","86","2020-03-26"
"伯利兹","BZ","2","2020-03-26"
"加拿大","CA","3409","2020-03-26"
"刚果（金）","CD","51","2020-03-26"
"中非","CF","3","2020-03-26"
"刚果（布）","CG","4","2020-03-26"
"瑞士","CH","11316","2020-03-26"
"科特迪瓦","CI","80","2020-03-26"
"智利","CL","1306","2020-03-26"
"喀麦隆","CM","75","2020-03-26"
"中国","CN","82078","2020-03-26"
"哥伦比亚","CO","470","2020-03-26"
"哥斯达黎加","CR","201","2020-03-26"
"古巴","CU","57","2020-03-26"
"佛得角","CV","4","2020-03-26"
"塞浦路斯","CY","132","2020-03-26"
"捷克","CZ","1775","2020-03-26"
"德国","DE","40421","2020-03-26"
"吉布提","DJ","11","2020-03-26"
"丹麦","DK","1997","2020-03-26"
"多米尼克","DM","11","2020-03-26"
"多米尼加","DO","392","2020-03-26"
"阿尔及利亚","DZ","302","2020-03-26"
"厄瓜多尔","EC","1211","2020-03-26"
"爱沙尼亚","EE","404","2020-03-26"
"埃及","EG","456","2020-03-26"
"厄立特里亚","ER","4","2020-03-26"
"西班牙","ES","56188","2020-03-26"
"埃塞俄比亚","ET","12","2020-03-26"
"芬兰","FI","880","2020-03-26"
"斐济","FJ","5","2020-03-26"
"法罗群岛","FO","122","2020-03-26"
"法国","FR","25600","2020-03-26"
"加蓬","GA","6","2020-03-26"
"英国","GB","9642","2020-03-26"
"格林纳达","GD","1","2020-03-26"
"格鲁吉亚","GE","75","2020-03-26"
"法属圭亚那","GF","18","2020-03-26"
"加纳","GH","132","2020-03-26"
"直布罗陀","GI","3","2020-03-26"
"格陵兰","GL","1","2020-03-26"
"冈比亚","GM","3","2020-03-26"
"几内亚","GN","4","2020-03-26"
"瓜德罗普","GP","62","2020-03-26"
"赤道几内亚","GQ","11","2020-03-26"
"希腊","GR","821","2020-03-26"
"危地马拉","GT","24","2020-03-26"
"关岛","GU","29","2020-03-26"
"几内亚比绍","GW","2","2020-03-26"
"圭亚那","GY","20","2020-03-26"
"洪都拉斯","HN","52","2020-03-26"
"克罗地亚","HR","481","2020-03-26"
"海地","HT","8","2020-03-26"
"匈牙利","HU","261","2020-03-26"
"印度尼西亚","ID","893","2020-03-26"
"爱尔兰","IE","1564","2020-03-26"
"以色列","IL","2495","2020-03-26"
"印度","IN","681","2020-03-26"
"伊拉克","IQ","382","2020-03-26"
"伊朗","IR","29406","2020-03-26"
"冰岛","IS","739","2020-03-26"
"意大利","IT","74386","2020-03-26"
"牙买加","JM","26","2020-03-26"
"约旦","JO","172","2020-03-26"
"日本","JP","1398","2020-03-26"
"肯尼亚","KE","31","2020-03-26"
"吉尔吉斯斯坦","KG","44","2020-03-26"
"柬埔寨","KH","96","2020-03-26"
"圣基茨和尼维斯","KN","2","2020-03-26"
"韩国","KR","9241","2020-03-26"
"科威特","KW","208","2020-03-26"
"开曼群岛","KY","1","2020-03-26"
"哈萨克斯坦","KZ","97","2020-03-26"
"老挝","LA","6","2020-03-26"
"黎巴嫩","LB","368","2020-03-26"
"圣卢西亚","LC","3","2020-03-26"
"列支敦士登","LI","51","2020-03-26"
"斯里兰卡","LK","102","2020-03-26"
"利比里亚","LR","3","2020-03-26"
"立陶宛","LT","290","2020-03-26"
"卢森堡","LU","1333","2020-03-26"
"拉脱维亚","LV","244","2020-03-26"
"利比亚","LY","3","2020-03-26"
"摩洛哥","MA","225","2020-03-26"
"摩纳哥","MC","31","2020-03-26"
"摩尔多瓦","MD","149","2020-03-26"
"黑山","ME","53","2020-03-26"
"马达加斯加","MG","19","2020-03-26"
"北马其顿","MK","177","2020-03-26"
"马里","ML","2","2020-03-26"
"缅甸","MM","2","2020-03-26"
"马提尼克","MQ","53","2020-03-26"
"蒙特塞拉特","MS","1","2020-03-26"
"马耳他","MT","134","2020-03-26"
"毛里求斯","MU","52","2020-03-26"
"马尔代夫","MV","13","2020-03-26"
"墨西哥","MX","475","2020-03-26"
"马来西亚","MY","2031","2020-03-26"
"莫桑比克","MZ","5","2020-03-26"
"尼日尔","NE","7","2020-03-26"
"尼日利亚","NG","51","2020-03-26"
"尼加拉瓜","NI","2","2020-03-26"
"荷兰","NL","7431","2020-03-26"
"挪威","NO","3250","2020-03-26"
"尼泊尔","NP","3","2020-03-26"
"新西兰","NZ","283","2020-03-26"
"阿曼","OM","109","2020-03-26"
"巴拿马","PA","558","2020-03-26"
"秘鲁","PE","480","2020-03-26"
"法属波利尼西亚","PF","15","2020-03-26"
"巴布亚新几内亚","PG","1","2020-03-26"
"菲律宾","PH","707","2020-03-26"
"巴基斯坦","PK","1106","2020-03-26"
"波兰","PL","1120","2020-03-26"
"波多黎各","PR","31","2020-03-26"
"巴勒斯坦","PS","61","2020-03-26"
"葡萄牙","PT","3544","2020-03-26"
"巴拉圭","PY","37","2020-03-26"
"卡塔尔","QA","537","2020-03-26"
"留尼汪","RE","71","2020-03-26"
"罗马尼亚","RO","1029","2020-03-26"
"塞尔维亚","RS","384","2020-03-26"
"俄罗斯","RU","840","2020-03-26"
"卢旺达","RW","41","2020-03-26"
"沙特阿拉伯","SA","1012","2020-03-26"
"塞舌尔","SC","7","2020-03-26"
"苏丹","SD","3","2020-03-26"
"瑞典","SE","2840","2020-03-26"
"新加坡","SG","707","2020-03-26"
"斯洛文尼亚","SI","528","2020-03-26"
"斯洛伐克","SK","216","2020-03-26"
"圣马力诺","SM","208","2020-03-26"
"塞内加尔","SN","105","2020-03-26"
"索马里","SO","2","2020-03-26"
"苏里南","SR","8","2020-03-26"
"萨尔瓦多","SV","13","2020-03-26"
"叙利亚","SY","5","2020-03-26"
"斯威士兰","SZ","5","2020-03-26"
"乍得","TD","3","2020-03-26"
"多哥","TG","23","2020-03-26"
"泰国","TH","1045","2020-03-26"
"东帝汶","TL","1","2020-03-26"
"突尼斯","TN","173","2020-03-26"
"土耳其","TR","2433","2020-03-26"
"特立尼达和多巴哥","TT","60","2020-03-26"
"坦桑尼亚","TZ","13","2020-03-26"
"乌克兰","UA","156","2020-03-26"
"乌干达","UG","14","2020-03-26"
"美国","US","69197","2020-03-26"
"乌拉圭","UY","217","2020-03-26"
"乌兹别克斯坦","UZ","60","2020-03-26"
"梵蒂冈","VA","4","2020-03-26"
"圣文森特和格林纳丁斯","VC","1","2020-03-26"
"委内瑞拉","VE","106","2020-03-26"
"美属维尔京群岛","VI","17","2020-03-26"
"越南","VN","153","2020-03-26"
"马约特","YT","24","2020-03-26"
"南非","ZA","709","2020-03-26"
"赞比亚","ZM","12","2020-03-26"
"津巴布韦","ZW","3","2020-03-26"
"钻石公主号邮轮",,"972","2020-03-27"
"安道尔","AD","267","2020-03-27"
"阿联酋","AE","333","2020-03-27"
"阿富汗","AF","94","2020-03-27"
"安提瓜和巴布达","AG","7","2020-03-27"
"阿尔巴尼亚","AL","186","2020-03-27"
"亚美尼亚","AM","329","2020-03-27"
"安哥拉","AO","4","2020-03-27"
"阿根廷","AR","589","2020-03-27"
"奥地利","AT","7317","2020-03-27"
"澳大利亚","AU","3166","2020-03-27"
"阿鲁巴","AW","12","2020-03-27"
"阿塞拜疆","AZ","122","2020-03-27"
"巴巴多斯","BB","24","2020-03-27"
"孟加拉国","BD","48","2020-03-27"
"比利时","BE","7284","2020-03-27"
"布基纳法索","BF","152","2020-03-27"
"保加利亚","BG","276","2020-03-27"
"巴林","BH","466","2020-03-27"
"贝宁","BJ","6","2020-03-27"
"圣巴泰勒米","BL","3","2020-03-27"
"文莱","BN","115","2020-03-27"
"玻利维亚","BO","61","2020-03-27"
"巴西","BR","2988","2020-03-27"
"巴哈马","BS","9","2020-03-27"
"不丹","BT","3","2020-03-27"
"白俄罗斯","BY","94","2020-03-27"
"伯利兹","BZ","2","2020-03-27"
"加拿大","CA","4046","2020-03-27"
"刚果（金）","CD","51","2020-03-27"
"中非","CF","3","2020-03-27"
"刚果（布）","CG","4","2020-03-27"
"瑞士","CH","12311","2020-03-27"
"科特迪瓦","CI","96","2020-03-27"
"智利","CL","1306","2020-03-27"
"喀麦隆","CM","88","2020-03-27"
"中国","CN","82213","2020-03-27"
"哥伦比亚","CO","491","2020-03-27"
"哥斯达黎加","CR","231","2020-03-27"
"古巴","CU","67","2020-03-27"
"佛得角","CV","5","2020-03-27"
"塞浦路斯","CY","146","2020-03-27"
"捷克","CZ","2062","2020-03-27"
"德国","DE","47373","2020-03-27"
"吉布提","DJ","12","2020-03-27"
"丹麦","DK","2163","2020-03-27"
"多米尼克","DM","11","2020-03-27"
"多米尼加","DO","488","2020-03-27"
"阿尔及利亚","DZ","367","2020-03-27"
"厄瓜多尔","EC","1403","2020-03-27"
"爱沙尼亚","EE","575","2020-03-27"
"埃及","EG","495","2020-03-27"
"厄立特里亚","ER","6","2020-03-27"
"西班牙","ES","64059","2020-03-27"
"埃塞俄比亚","ET","16","2020-03-27"
"芬兰","FI","1038","2020-03-27"
"斐济","FJ","5","2020-03-27"
"法罗群岛","FO","122","2020-03-27"
"法国","FR","29566","2020-03-27"
"加蓬","GA","7","2020-03-27"
"英国","GB","14579","2020-03-27"
"格林纳达","GD","7","2020-03-27"
"格鲁吉亚","GE","81","2020-03-27"
"法属圭亚那","GF","18","2020-03-27"
"加纳","GH","136","2020-03-27"
"直布罗陀","GI","3","2020-03-27"
"格陵兰","GL","1","2020-03-27"
"冈比亚","GM","3","2020-03-27"
"几内亚","GN","8","2020-03-27"
"瓜德罗普","GP","62","2020-03-27"
"赤道几内亚","GQ","12","2020-03-27"
"希腊","GR","892","2020-03-27"
"危地马拉","GT","25","2020-03-27"
"关岛","GU","29","2020-03-27"
"几内亚比绍","GW","2","2020-03-27"
"圭亚那","GY","20","2020-03-27"
"洪都拉斯","HN","68","2020-03-27"
"克罗地亚","HR","551","2020-03-27"
"海地","HT","8","2020-03-27"
"匈牙利","HU","300","2020-03-27"
"印度尼西亚","ID","1046","2020-03-27"
"爱尔兰","IE","1819","2020-03-27"
"以色列","IL","3035","2020-03-27"
"印度","IN","843","2020-03-27"
"伊拉克","IQ","458","2020-03-27"
"伊朗","IR","32332","2020-03-27"
"冰岛","IS","802","2020-03-27"
"意大利","IT","80589","2020-03-27"
"牙买加","JM","26","2020-03-27"
"约旦","JO","212","2020-03-27"
"日本","JP","1507","2020-03-27"
"肯尼亚","KE","31","2020-03-27"
"吉尔吉斯斯坦","KG","58","2020-03-27"
"柬埔寨","KH","99","2020-03-27"
"圣基茨和尼维斯","KN","2","2020-03-27"
"韩国","KR","9332","2020-03-27"
"科威特","KW","225","2020-03-27"
"开曼群岛","KY","1","2020-03-27"
"哈萨克斯坦","KZ","125","2020-03-27"
"老挝","LA","6","2020-03-27"
"黎巴嫩","LB","391","2020-03-27"
"圣卢西亚","LC","3","2020-03-27"
"列支敦士登","LI","56","2020-03-27"
"斯里兰卡","LK","106","2020-03-27"
"利比里亚","LR","3","2020-03-27"
"立陶宛","LT","345","2020-03-27"
"卢森堡","LU","1453","2020-03-27"
"拉脱维亚","LV","280","2020-03-27"
"利比亚","LY","3","2020-03-27"
"摩洛哥","MA","275","2020-03-27"
"摩纳哥","MC","33","2020-03-27"
"摩尔多瓦","MD","177","2020-03-27"
"黑山","ME","70","2020-03-27"
"马达加斯加","MG","24","2020-03-27"
"北马其顿","MK","219","2020-03-27"
"马里","ML","11","2020-03-27"
"缅甸","MM","5","2020-03-27"
"马提尼克","MQ","53","2020-03-27"
"蒙特塞拉特","MS","1","2020-03-27"
"马耳他","MT","139","2020-03-27"
"毛里求斯","MU","94","2020-03-27"
"马尔代夫","MV","14","2020-03-27"
"墨西哥","MX","585","2020-03-27"
"马来西亚","MY","2161","2020-03-27"
"莫桑比克","MZ","7","2020-03-27"
"尼日尔","NE","10","2020-03-27"
"尼日利亚","NG","65","2020-03-27"
"尼加拉瓜","NI","2","2020-03-27"
"荷兰","NL","8603","2020-03-27"
"挪威","NO","3669","2020-03-27"
"尼泊尔","NP","4","2020-03-27"
"新西兰","NZ","368","2020-03-27"
"阿曼","OM","131","2020-03-27"
"巴拿马","PA","674","2020-03-27"
"秘鲁","PE","580","2020-03-27"
"法属波利尼西亚","PF","15","2020-03-27"
"巴布亚新几内亚","PG","1","2020-03-27"
"菲律宾","PH","803","2020-03-27"
"巴基斯坦","PK","1252","2020-03-27"
"波兰","PL","1244","2020-03-27"
"波多黎各","PR","31","2020-03-27"
"巴勒斯坦","PS","61","2020-03-27"
"葡萄牙","PT","4268","2020-03-27"
"巴拉圭","PY","52","2020-03-27"
"卡塔尔","QA","549","2020-03-27"
"留尼汪","RE","71","2020-03-27"
"罗马尼亚","RO","1292","2020-03-27"
"塞尔维亚","RS","457","2020-03-27"
"俄罗斯","RU","1036","2020-03-27"
"卢旺达","RW","50","2020-03-27"
"沙特阿拉伯","SA","1104","2020-03-27"
"塞舌尔","SC","7","2020-03-27"
"苏丹","SD","3","2020-03-27"
"瑞典","SE","2983","2020-03-27"
"新加坡","SG","732","2020-03-27"
"斯洛文尼亚","SI","632","2020-03-27"
"斯洛伐克","SK","269","2020-03-27"
"圣马力诺","SM","208","2020-03-27"
"塞内加尔","SN","119","2020-03-27"
"索马里","SO","3","2020-03-27"
"苏里南","SR","8","2020-03-27"
"萨尔瓦多","SV","13","2020-03-27"
"叙利亚","SY","5","2020-03-27"
"斯威士兰","SZ","6","2020-03-27"
"乍得","TD","3","2020-03-27"
"多哥","TG","25","2020-03-27"
"泰国","TH","1136","2020-03-27"
"东帝汶","TL","1","2020-03-27"
"突尼斯","TN","227","2020-03-27"
"土耳其","TR","3629","2020-03-27"
"特立尼达和多巴哥","TT","65","2020-03-27"
"坦桑尼亚","TZ","13","2020-03-27"
"乌克兰","UA","226","2020-03-27"
"乌干达","UG","18","2020-03-27"
"美国","US","86012","2020-03-27"
"乌拉圭","UY","238","2020-03-27"
"乌兹别克斯坦","UZ","83","2020-03-27"
"梵蒂冈","VA","4","2020-03-27"
"圣文森特和格林纳丁斯","VC","1","2020-03-27"
"委内瑞拉","VE","107","2020-03-27"
"美属维尔京群岛","VI","17","2020-03-27"
"越南","VN","163","2020-03-27"
"马约特","YT","24","2020-03-27"
"南非","ZA","927","2020-03-27"
"赞比亚","ZM","16","2020-03-27"
"津巴布韦","ZW","5","2020-03-27"
"钻石公主号邮轮",,"1129","2020-03-28"
"安道尔","AD","267","2020-03-28"
"阿联酋","AE","405","2020-03-28"
"阿富汗","AF","110","2020-03-28"
"安提瓜和巴布达","AG","7","2020-03-28"
"安圭拉","AI","2","2020-03-28"
"阿尔巴尼亚","AL","197","2020-03-28"
"亚美尼亚","AM","372","2020-03-28"
"安哥拉","AO","4","2020-03-28"
"阿根廷","AR","690","2020-03-28"
"奥地利","AT","7964","2020-03-28"
"澳大利亚","AU","3640","2020-03-28"
"阿鲁巴","AW","33","2020-03-28"
"阿塞拜疆","AZ","165","2020-03-28"
"巴巴多斯","BB","26","2020-03-28"
"孟加拉国","BD","48","2020-03-28"
"比利时","BE","9134","2020-03-28"
"布基纳法索","BF","180","2020-03-28"
"保加利亚","BG","313","2020-03-28"
"巴林","BH","473","2020-03-28"
"贝宁","BJ","6","2020-03-28"
"圣巴泰勒米","BL","3","2020-03-28"
"百慕大","BM","7","2020-03-28"
"文莱","BN","120","2020-03-28"
"玻利维亚","BO","74","2020-03-28"
"巴西","BR","3477","2020-03-28"
"巴哈马","BS","10","2020-03-28"
"不丹","BT","3","2020-03-28"
"白俄罗斯","BY","94","2020-03-28"
"伯利兹","BZ","2","2020-03-28"
"加拿大","CA","4781","2020-03-28"
"刚果（金）","CD","58","2020-03-28"
"中非","CF","6","2020-03-28"
"刚果（布）","CG","19","2020-03-28"
"瑞士","CH","13377","2020-03-28"
"科特迪瓦","CI","101","2020-03-28"
"智利","CL","1610","2020-03-28"
"喀麦隆","CM","94","2020-03-28"
"中国","CN","82341","2020-03-28"
"哥伦比亚","CO","539","2020-03-28"
"哥斯达黎加","CR","263","2020-03-28"
"古巴","CU","80","2020-03-28"
"佛得角","CV","5","2020-03-28"
"塞浦路斯","CY","162","2020-03-28"
"捷克","CZ","2422","2020-03-28"
"德国","DE","52747","2020-03-28"
"吉布提","DJ","14","2020-03-28"
"丹麦","DK","2366","2020-03-28"
"多米尼克","DM","11","2020-03-28"
"多米尼加","DO","581","2020-03-28"
"阿尔及利亚","DZ","409","2020-03-28"
"厄瓜多尔","EC","1627","2020-03-28"
"爱沙尼亚","EE","645","2020-03-28"
"埃及","EG","536","2020-03-28"
"厄立特里亚","ER","6","2020-03-28"
"西班牙","ES","72248","2020-03-28"
"埃塞俄比亚","ET","16","2020-03-28"
"芬兰","FI","1167","2020-03-28"
"斐济","FJ","5","2020-03-28"
"法罗群岛","FO","140","2020-03-28"
"法国","FR","32964","2020-03-28"
"加蓬","GA","7","2020-03-28"
"英国","GB","17089","2020-03-28"
"格林纳达","GD","7","2020-03-28"
"格鲁吉亚","GE","85","2020-03-28"
"法属圭亚那","GF","28","2020-03-28"
"加纳","GH","137","2020-03-28"
"直布罗陀","GI","55","2020-03-28"
"格陵兰","GL","6","2020-03-28"
"冈比亚","GM","3","2020-03-28"
"几内亚","GN","8","2020-03-28"
"瓜德罗普","GP","76","2020-03-28"
"赤道几内亚","GQ","12","2020-03-28"
"希腊","GR","966","2020-03-28"
"危地马拉","GT","32","2020-03-28"
"关岛","GU","73","2020-03-28"
"几内亚比绍","GW","2","2020-03-28"
"圭亚那","GY","20","2020-03-28"
"洪都拉斯","HN","95","2020-03-28"
"克罗地亚","HR","635","2020-03-28"
"海地","HT","8","2020-03-28"
"匈牙利","HU","343","2020-03-28"
"印度尼西亚","ID","1155","2020-03-28"
"爱尔兰","IE","2121","2020-03-28"
"以色列","IL","3460","2020-03-28"
"印度","IN","933","2020-03-28"
"伊拉克","IQ","506","2020-03-28"
"伊朗","IR","35408","2020-03-28"
"冰岛","IS","963","2020-03-28"
"意大利","IT","86498","2020-03-28"
"牙买加","JM","30","2020-03-28"
"约旦","JO","235","2020-03-28"
"日本","JP","1697","2020-03-28"
"肯尼亚","KE","38","2020-03-28"
"吉尔吉斯斯坦","KG","58","2020-03-28"
"柬埔寨","KH","99","2020-03-28"
"圣基茨和尼维斯","KN","2","2020-03-28"
"韩国","KR","9478","2020-03-28"
"科威特","KW","235","2020-03-28"
"开曼群岛","KY","8","2020-03-28"
"哈萨克斯坦","KZ","204","2020-03-28"
"老挝","LA","6","2020-03-28"
"黎巴嫩","LB","412","2020-03-28"
"圣卢西亚","LC","3","2020-03-28"
"列支敦士登","LI","56","2020-03-28"
"斯里兰卡","LK","110","2020-03-28"
"利比里亚","LR","3","2020-03-28"
"立陶宛","LT","382","2020-03-28"
"卢森堡","LU","1605","2020-03-28"
"拉脱维亚","LV","305","2020-03-28"
"利比亚","LY","1","2020-03-28"
"摩洛哥","MA","358","2020-03-28"
"摩纳哥","MC","42","2020-03-28"
"摩尔多瓦","MD","199","2020-03-28"
"黑山","ME","82","2020-03-28"
"马达加斯加","MG","28","2020-03-28"
"北马其顿","MK","219","2020-03-28"
"马里","ML","18","2020-03-28"
"缅甸","MM","8","2020-03-28"
"马提尼克","MQ","66","2020-03-28"
"蒙特塞拉特","MS","1","2020-03-28"
"马耳他","MT","149","2020-03-28"
"毛里求斯","MU","102","2020-03-28"
"马尔代夫","MV","16","2020-03-28"
"墨西哥","MX","717","2020-03-28"
"马来西亚","MY","2320","2020-03-28"
"莫桑比克","MZ","8","2020-03-28"
"新喀里多尼亚","NC","14","2020-03-28"
"尼日尔","NE","10","2020-03-28"
"尼日利亚","NG","81","2020-03-28"
"尼加拉瓜","NI","4","2020-03-28"
"荷兰","NL","9806","2020-03-28"
"挪威","NO","3970","2020-03-28"
"尼泊尔","NP","5","2020-03-28"
"新西兰","NZ","451","2020-03-28"
"阿曼","OM","152","2020-03-28"
"巴拿马","PA","786","2020-03-28"
"秘鲁","PE","635","2020-03-28"
"法属波利尼西亚","PF","30","2020-03-28"
"巴布亚新几内亚","PG","1","2020-03-28"
"菲律宾","PH","1075","2020-03-28"
"巴基斯坦","PK","1408","2020-03-28"
"波兰","PL","1481","2020-03-28"
"波多黎各","PR","79","2020-03-28"
"巴勒斯坦","PS","97","2020-03-28"
"葡萄牙","PT","5170","2020-03-28"
"巴拉圭","PY","56","2020-03-28"
"卡塔尔","QA","562","2020-03-28"
"留尼汪","RE","145","2020-03-28"
"罗马尼亚","RO","1452","2020-03-28"
"塞尔维亚","RS","528","2020-03-28"
"俄罗斯","RU","1264","2020-03-28"
"卢旺达","RW","54","2020-03-28"
"沙特阿拉伯","SA","1203","2020-03-28"
"塞舌尔","SC","7","2020-03-28"
"苏丹","SD","5","2020-03-28"
"瑞典","SE","3069","2020-03-28"
"新加坡","SG","802","2020-03-28"
"斯洛文尼亚","SI","684","2020-03-28"
"斯洛伐克","SK","292","2020-03-28"
"圣马力诺","SM","223","2020-03-28"
"塞内加尔","SN","130","2020-03-28"
"索马里","SO","3","2020-03-28"
"苏里南","SR","8","2020-03-28"
"萨尔瓦多","SV","19","2020-03-28"
"叙利亚","SY","5","2020-03-28"
"斯威士兰","SZ","9","2020-03-28"
"特克斯和凯科斯群岛","TC","2","2020-03-28"
"乍得","TD","5","2020-03-28"
"多哥","TG","25","2020-03-28"
"泰国","TH","1245","2020-03-28"
"东帝汶","TL","1","2020-03-28"
"突尼斯","TN","227","2020-03-28"
"土耳其","TR","5698","2020-03-28"
"特立尼达和多巴哥","TT","66","2020-03-28"
"坦桑尼亚","TZ","14","2020-03-28"
"乌克兰","UA","311","2020-03-28"
"乌干达","UG","23","2020-03-28"
"美国","US","104860","2020-03-28"
"乌拉圭","UY","274","2020-03-28"
"乌兹别克斯坦","UZ","104","2020-03-28"
"梵蒂冈","VA","4","2020-03-28"
"圣文森特和格林纳丁斯","VC","1","2020-03-28"
"委内瑞拉","VE","113","2020-03-28"
"英属维尔京群岛","VG","2","2020-03-28"
"美属维尔京群岛","VI","19","2020-03-28"
"越南","VN","174","2020-03-28"
"马约特","YT","50","2020-03-28"
"南非","ZA","1170","2020-03-28"
"赞比亚","ZM","28","2020-03-28"
"津巴布韦","ZW","7","2020-03-28"
"钻石公主号邮轮",,"1195","2020-03-29"
"安道尔","AD","334","2020-03-29"
"阿联酋","AE","468","2020-03-29"
"阿富汗","AF","110","2020-03-29"
"安提瓜和巴布达","AG","7","2020-03-29"
"安圭拉","AI","2","2020-03-29"
"阿尔巴尼亚","AL","212","2020-03-29"
"亚美尼亚","AM","424","2020-03-29"
"安哥拉","AO","4","2020-03-29"
"阿根廷","AR","745","2020-03-29"
"奥地利","AT","8486","2020-03-29"
"澳大利亚","AU","3980","2020-03-29"
"阿鲁巴","AW","33","2020-03-29"
"阿塞拜疆","AZ","182","2020-03-29"
"巴巴多斯","BB","26","2020-03-29"
"孟加拉国","BD","48","2020-03-29"
"比利时","BE","10836","2020-03-29"
"布基纳法索","BF","207","2020-03-29"
"保加利亚","BG","338","2020-03-29"
"巴林","BH","499","2020-03-29"
"贝宁","BJ","6","2020-03-29"
"圣巴泰勒米","BL","3","2020-03-29"
"百慕大","BM","7","2020-03-29"
"文莱","BN","126","2020-03-29"
"玻利维亚","BO","81","2020-03-29"
"巴西","BR","3904","2020-03-29"
"巴哈马","BS","10","2020-03-29"
"不丹","BT","3","2020-03-29"
"白俄罗斯","BY","94","2020-03-29"
"伯利兹","BZ","2","2020-03-29"
"加拿大","CA","5655","2020-03-29"
"刚果（金）","CD","65","2020-03-29"
"中非","CF","6","2020-03-29"
"刚果（布）","CG","19","2020-03-29"
"瑞士","CH","14352","2020-03-29"
"科特迪瓦","CI","140","2020-03-29"
"智利","CL","1909","2020-03-29"
"喀麦隆","CM","94","2020-03-29"
"中国","CN","82447","2020-03-29"
"哥伦比亚","CO","608","2020-03-29"
"哥斯达黎加","CR","295","2020-03-29"
"古巴","CU","119","2020-03-29"
"佛得角","CV","6","2020-03-29"
"塞浦路斯","CY","179","2020-03-29"
"捷克","CZ","2697","2020-03-29"
"德国","DE","58349","2020-03-29"
"吉布提","DJ","14","2020-03-29"
"丹麦","DK","2564","2020-03-29"
"多米尼克","DM","11","2020-03-29"
"多米尼加","DO","719","2020-03-29"
"阿尔及利亚","DZ","454","2020-03-29"
"厄瓜多尔","EC","1823","2020-03-29"
"爱沙尼亚","EE","679","2020-03-29"
"埃及","EG","576","2020-03-29"
